B37 7LP,52.472247,-1.728859,99,2,1,01/01/2013,1,04/01/2013 00:00,7,3,12TBLT1,12TBLT1 - Transf Blockage Restricting Toilet Use,418515,286069
,,,,,,,,,,,,,,
B9 4TJ,52.47978,-1.856633,125,2,1,01/01/2013,1,03/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,409834,286882
,,,,,,,,,,,,,,
B18 4HB,52.486892,-1.94351,151,1,4,01/01/2013,1,04/01/2013 00:00,7,1,2BLOC1,2BLOC1 - Sewer Blockage,403933,287665
,,,,,,,,,,,,,,
B12 9TB,52.460318,-1.892077,109,2,1,01/01/2013,1,04/01/2013 00:00,7,3,12TBLC1,12TBLC1 - Transf Sewer Blockage,407430,284713
,,,,,,,,,,,,,,
B72 1QA,52.559721,-1.825367,120,2,1,01/01/2013,1,03/01/2013 00:00,7,1,2MAIBL1,2MAIBL1 - Mains Sewer Blockage,411936,295779
,,,,,,,,,,,,,,
B44 9TD,52.548708,-1.883617,139,2,1,01/01/2013,1,03/01/2013 00:00,7,1,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,407989,294546
,,,,,,,,,,,,,,
WV11 1PZ,52.604389,-2.086721,155,6,1,01/01/2013,1,03/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,394224,300737
,,,,,,,,,,,,,,
B8 1RR,52.493139,-1.856781,105,2,1,01/01/2013,1,04/01/2013 00:00,7,3,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,409821,288368
,,,,,,,,,,,,,,
B19 1SW,52.504927,-1.902988,123,2,1,01/01/2013,1,04/01/2013 00:00,6,3,2BLOC1,2BLOC1 - Sewer Blockage,406682,289674
,,,,,,,,,,,,,,
B23 6EH,52.524697,-1.845374,124,8,1,01/01/2013,1,05/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,410588,291880
,,,,,,,,,,,,,,
B32 4HL,52.43604,-2.008797,198,2,1,01/01/2013,1,05/01/2013 00:00,10,3,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,399499,282007
,,,,,,,,,,,,,,
B91 3RW,52.408646,-1.773218,122,2,1,01/01/2013,1,05/01/2013 00:00,7,1,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,415524,278984
,,,,,,,,,,,,,,
B23 6SA,52.524706,-1.838269,124,2,1,01/01/2013,1,05/01/2013 00:00,7,1,2EXFH1,2EXFH1 - External Flooding Highway/Footpath,411070,291882
,,,,,,,,,,,,,,
WS3 1RY,52.61108,-1.974069,143,8,1,01/01/2013,1,05/01/2013 00:00,10,3,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,401853,301478
,,,,,,,,,,,,,,
B8 1RJ,52.496252,-1.851203,111,2,1,01/01/2013,1,05/01/2013 00:00,6,1,2BLOT1,2BLOT1 - Sewer Blockage Restricted Toilet Use,410199,288715
,,,,,,,,,,,,,,
B9 4TJ,52.47978,-1.856633,125,2,1,01/01/2013,1,05/01/2013 00:00,7,1,2BLOR1,2BLOR1 - Sewer Blockage Repeat,409834,286882
,,,,,,,,,,,,,,
B16 0PG,52.482355,-1.950113,160,2,1,01/01/2013,1,06/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,403485,287160
,,,,,,,,,,,,,,
B36 8NH,52.502234,-1.798856,97,2,3,01/01/2013,1,05/01/2013 00:00,7,3,12TBLC1,12TBLC1 - Transf Sewer Blockage,413751,289389
,,,,,,,,,,,,,,
WS1 4DW,52.568659,-1.989231,116,2,1,01/01/2013,1,05/01/2013 00:00,7,3,12TBLC1,12TBLC1 - Transf Sewer Blockage,400827,296759
,,,,,,,,,,,,,,
B28 8AY,52.439779,-1.845744,132,2,1,01/01/2013,1,05/01/2013 00:00,7,3,2BLOC1,2BLOC1 - Sewer Blockage,410583,282434
,,,,,,,,,,,,,,
B31 3JA,52.403273,-1.956052,172,8,1,01/01/2013,1,05/01/2013 00:00,10,3,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,403087,278363
,,,,,,,,,,,,,,
WS2 8UJ,52.587565,-2.000341,139,2,1,01/01/2013,1,05/01/2013 00:00,7,-1,12TBLT1,12TBLT1 - Transf Blockage Restricting Toilet Use,400074,298862
,,,,,,,,,,,,,,
B29 6AG,52.446002,-1.935588,129,2,1,01/01/2013,1,05/01/2013 00:00,10,1,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,404475,283117
,,,,,,,,,,,,,,
WS2 7LL,52.603242,-2.01611,138,2,1,01/01/2013,1,06/01/2013 00:00,7,3,12TBLC1,12TBLC1 - Transf Sewer Blockage,399006,300606
,,,,,,,,,,,,,,
WS10 9RH,52.568227,-2.019048,126,2,2,01/01/2013,1,06/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,398806,296711
,,,,,,,,,,,,,,
B6 6BY,52.50486,-1.898362,115,5,1,01/01/2013,1,06/01/2013 00:00,17,3,2EXFL1,2EXFL1 - External Flooding Property Boundary,406996,289667
,,,,,,,,,,,,,,
B25 8JS,52.459082,-1.82129,128,2,1,01/01/2013,1,05/01/2013 00:00,6,1,2BLOT1,2BLOT1 - Sewer Blockage Restricted Toilet Use,412240,284585
,,,,,,,,,,,,,,
B14 5HE,52.411195,-1.890065,148,2,1,01/01/2013,1,05/01/2013 00:00,6,1,2MAIBL1,2MAIBL1 - Mains Sewer Blockage,407575,279249
,,,,,,,,,,,,,,
B27 6HB,52.452146,-1.824585,134,8,1,01/01/2013,1,06/01/2013 00:00,10,1,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,412018,283813
,,,,,,,,,,,,,,
WS1 3EW,52.575616,-1.978974,150,2,1,01/01/2013,1,07/01/2013 00:00,6,1,2BLOT1,2BLOT1 - Sewer Blockage Restricted Toilet Use,401522,297533
,,,,,,,,,,,,,,
WS1 4DA,52.574376,-1.980302,142,2,1,01/01/2013,1,07/01/2013 00:00,7,1,2BLOT1,2BLOT1 - Sewer Blockage Restricted Toilet Use,401432,297395
,,,,,,,,,,,,,,
WS4 1BE,52.623902,-1.954783,143,8,1,01/01/2013,1,07/01/2013 00:00,10,3,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,403158,302905
,,,,,,,,,,,,,,
B75 6PT,52.587729,-1.810864,150,2,1,01/01/2013,1,06/01/2013 00:00,7,3,12TBLC1,12TBLC1 - Transf Sewer Blockage,412911,298897
,,,,,,,,,,,,,,
WV10 6BJ,52.622282,-2.124173,121,2,3,01/01/2013,1,06/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,391691,302731
,,,,,,,,,,,,,,
B76 9AE,52.528839,-1.776167,92,2,1,01/01/2013,1,06/01/2013 00:00,7,3,12TEFL1,12TEFL1 - Transf External Flooding Prop Boundary,415282,292353
,,,,,,,,,,,,,,
B91 3LS,52.402504,-1.807805,145,8,1,01/01/2013,1,07/01/2013 00:00,17,3,2BLOC1,2BLOC1 - Sewer Blockage,413173,278294
,,,,,,,,,,,,,,
WS1 2EA,52.58499,-1.970173,151,2,1,01/01/2013,1,07/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,402118,298576
,,,,,,,,,,,,,,
B66 4QU,52.484659,-1.956796,165,2,1,01/01/2013,1,07/01/2013 00:00,6,1,2BLOC1,2BLOC1 - Sewer Blockage,403031,287416
,,,,,,,,,,,,,,
B73 5PP,52.552029,-1.834069,126,8,1,01/01/2013,1,05/01/2013 00:00,7,3,12TBLR1,12TBLR1 - Transf Sewer Blockage Repeat,411348,294922
,,,,,,,,,,,,,,
